profile pic,username_length,bio_description_length,external_URL,is_private,posts_count,followers_count,following_count,fake_or_real,followers_following_ratio
0,16.0,9,0,0,2,325,420,1,0.771971496
0,3.0,8,1,0,2,121,131,1,0.916666667
0,3.0,11,0,1,3,96,321,1,0.298136646
1,2.0,3,0,0,13,68,65,0,1.03030303
0,23.0,6,0,1,0,80,11,1,6.666666667
1,2.0,4,0,0,22,58,104,0,0.552380952
0,23.0,7,0,0,0,1,127,1,0.0078125
0,1.0,3,0,0,0,11,5,1,1.833333333
0,23.0,5,0,0,133,10,269,1,0.037037037
1,3.0,4,0,0,6840,1123527,37,0,29566.5
1,19.0,2,0,1,0,72,434,1,0.165517241
1,16.0,3,0,0,31,178,80,0,2.197530864
1,18.0,11,0,0,220,3775,1170,0,3.223740393
1,1.0,1,1,1,368,91818,271,0,337.5661765
1,4.0,6,0,0,97,1135,597,0,1.897993311
1,20.0,1,1,0,102,103,396,0,0.259445844
1,3.0,4,0,0,415,350928,112,0,3105.557522
1,19.0,1,0,1,60,894,3086,0,0.289601555
1,2.0,9,0,0,52,10794,3164,0,3.41042654
1,4.0,6,0,0,4,1687,691,0,2.437861272
0,4.0,10,1,0,0,177,828,1,0.213510253
1,3.0,11,0,0,34,335,300,0,1.112956811
1,17.0,7,0,0,323,2925316,354,0,8240.326761
1,15.0,2,0,0,1131,731,1164,0,0.627467811
1,2.0,5,0,1,100,802,151,0,5.276315789
1,23.0,7,0,0,77,511,479,0,1.064583333
0,2.0,8,0,0,0,49,0,1,49.0
1,3.0,3,0,0,32,1000,955,0,1.046025105
0,24.0,10,1,0,2,41,125,1,0.325396825
0,4.0,1,0,1,0,15,0,1,15.0
1,22.0,9,1,0,1,140,480,1,0.291060291
1,20.0,6,0,0,11,158,315,1,0.5
1,1.0,6,0,1,7,219,288,0,0.757785467
1,2.0,11,0,1,10,67,91,1,0.72826087
0,1.0,5,0,0,1,1172,521,1,2.245210728
1,2.0,10,0,1,69,538,685,0,0.78425656
1,19.0,6,1,1,6,19,20,0,0.904761905
1,16.0,6,0,0,276,428,471,0,0.906779661
1,4.0,5,0,0,36,1504,52,0,28.37735849
1,2.0,5,0,0,10,178,1417,1,0.125528914
1,1.0,1,0,0,191,321727,181,0,1767.730769
0,1.0,5,0,1,3,2,24,1,0.08
1,19.0,3,0,0,154,8553,165,0,51.52409639
1,4.0,3,1,1,97,203,170,0,1.187134503
1,19.0,7,0,0,29,161,577,1,0.278546713
1,4.0,2,0,1,42,465,642,0,0.723172628
1,15.0,1,0,0,298,969,569,0,1.7
0,20.0,6,0,0,0,34,220,1,0.153846154
1,15.0,7,0,0,566,97099,459,0,211.0847826
1,3.0,5,0,0,2,32,134,1,0.237037037
1,2.0,3,1,0,14,72,109,0,0.654545455
1,1.0,11,0,1,268,1661,547,0,3.031021898
1,20.0,10,1,0,7,161,333,1,0.482035928
1,3.0,7,0,0,301,1057,524,0,2.013333333
0,4.0,2,0,1,0,1,34,1,0.028571429
1,15.0,10,0,0,27,591,1367,0,0.432017544
1,19.0,6,0,0,297,7935,560,0,14.14438503
1,21.0,5,1,0,0,5,121,1,0.040983607
1,17.0,1,0,0,180,4960,573,0,8.641114983
0,17.0,3,0,0,3,18,55,1,0.321428571
0,4.0,11,0,1,5,155,423,1,0.365566038
1,3.0,5,1,0,647,22939,3808,0,6.022315568
1,3.0,2,0,1,684,339902,2,0,113300.6667
1,20.0,1,0,0,59,2591,843,0,3.069905213
1,1.0,7,0,0,57,1013,1844,0,0.549051491
1,22.0,4,0,0,37,889,72,0,12.17808219
1,2.0,3,0,0,80,696,263,0,2.636363636
1,19.0,7,0,1,59,287,550,0,0.520871143
0,1.0,3,0,1,0,22,46,1,0.468085106
1,17.0,2,0,0,24,61,74,1,0.813333333
1,18.0,7,0,1,14,286,330,0,0.864048338
0,23.0,1,0,0,0,13,31,1,0.40625
0,4.0,10,0,0,0,5,73,1,0.067567568
0,3.0,3,0,1,13,8,49,1,0.16
0,2.0,6,0,1,0,60,346,1,0.172910663
1,1.0,11,0,1,10,128,176,0,0.723163842
1,1.0,8,0,0,1167,717,1290,0,0.555383424
0,22.0,4,0,1,20,68,63,1,1.0625
1,2.0,9,0,1,66,144,93,0,1.531914894
0,2.0,10,0,0,12,144,488,1,0.294478528
0,16.0,8,0,0,0,10,0,1,10.0
1,2.0,4,1,0,334,459,390,0,1.173913043
0,4.0,10,0,0,10,77,103,1,0.740384615
0,24.0,2,0,0,0,16,1,1,8.0
0,3.0,5,1,0,1,28,184,1,0.151351351
1,2.0,10,1,1,63,1843,598,0,3.076794658
1,1.0,4,0,1,106,494,998,0,0.494494494
1,1.0,6,1,0,40,44693,443,0,100.6599099
1,20.0,5,0,0,1,34,44,1,0.755555556
0,4.0,4,0,1,0,0,1,1,0.0
1,19.0,6,0,0,203,602,485,0,1.238683128
1,19.0,5,0,1,4,282,372,0,0.756032172
1,4.0,7,1,0,585,25589,498,0,51.28056112
0,17.0,1,1,0,0,487,2789,1,0.174551971
0,15.0,1,0,0,0,75,24,1,3.0
1,3.0,2,0,0,13,317,1642,1,0.192939744
1,16.0,5,1,0,343,1592,6444,0,0.247013189
1,2.0,5,0,1,209,5186,628,0,8.244833068
1,19.0,11,0,0,21,193,413,0,0.466183575
1,2.0,7,0,0,30,146,258,0,0.563706564
1,1.0,8,1,1,23,171,249,0,0.684
0,20.0,3,0,0,1,28,184,1,0.151351351
1,19.0,8,0,1,3,29,32,0,0.878787879
1,2.0,2,0,0,59,99,178,0,0.553072626
1,3.0,9,0,1,8,116,230,0,0.502164502
1,17.0,10,1,0,48,696,677,0,1.026548673
1,4.0,1,0,1,88,1016,656,0,1.546423135
0,18.0,2,0,1,10,47,45,1,1.02173913
0,1.0,6,0,0,16,83,714,1,0.116083916
0,4.0,3,1,0,1,303,1382,1,0.219088937
1,4.0,6,0,0,139,1036,1027,0,1.007782101
0,2.0,9,0,1,3,94,337,1,0.278106509
0,23.0,4,0,0,114,27,245,1,0.109756098
0,24.0,4,0,0,0,39,40,1,0.951219512
1,18.0,1,1,0,5,1687,708,0,2.379407616
1,21.0,8,1,0,63,272,295,1,0.918918919
0,19.0,11,1,0,120,547,1054,0,0.518483412
1,16.0,8,0,1,1,2,55,1,0.035714286
1,2.0,3,0,1,222,5282,652,0,8.088820827
0,2.0,2,1,0,0,5,4,1,1.0
1,17.0,6,0,0,5,191,188,0,1.010582011
0,3.0,1,0,0,0,5,35,1,0.138888889
1,17.0,7,0,0,39,120,190,0,0.628272251
0,19.0,2,0,1,0,18,548,1,0.032786885
1,19.0,10,0,0,3,202,68,0,2.927536232
1,24.0,10,0,0,282,365,436,0,0.835240275
1,24.0,7,0,0,119,539,638,0,0.843505477
0,22.0,5,1,0,1,46,124,1,0.368
1,3.0,6,0,0,141,282,233,0,1.205128205
1,19.0,8,1,0,0,19,82,1,0.228915663
1,19.0,2,0,0,0,15,76,1,0.194805195
0,19.0,2,1,0,13,9,49,1,0.18
0,18.0,3,1,1,0,115,230,1,0.497835498
0,1.0,8,0,0,0,115,657,1,0.174772036
0,21.0,6,0,0,0,8,3,1,2.0
1,17.0,9,1,0,22,362,484,0,0.746391753
0,4.0,6,0,0,1,39,178,1,0.217877095
1,3.0,1,0,0,11,9,42,1,0.209302326
1,2.0,1,0,0,55,110,180,0,0.607734807
1,20.0,1,0,1,55,304,559,0,0.542857143
1,24.0,1,0,0,36,786,441,0,1.778280543
0,4.0,3,0,1,1,98,144,1,0.675862069
0,3.0,1,0,0,0,118,194,1,0.605128205
0,19.0,7,0,0,11,84,475,1,0.176470588
1,16.0,9,0,0,77,1227,379,0,3.228947368
1,16.0,9,0,1,109,205,32,0,6.212121212
0,4.0,7,1,0,0,16,1,1,8.0
0,20.0,7,0,1,25,213,340,0,0.624633431
0,15.0,1,0,1,4,23,39,1,0.575
1,19.0,10,0,0,288,1344,6896,0,0.194867334
0,22.0,7,1,1,0,50,1,1,25.0
1,20.0,5,0,1,1,18,27,1,0.642857143
0,23.0,11,0,1,2,389,392,1,0.989821883
0,20.0,6,0,0,0,11,553,1,0.019855596
1,1.0,5,0,0,16,122,177,0,0.685393258
1,24.0,11,1,0,7,191,174,0,1.091428571
1,3.0,4,0,0,41,537,674,0,0.795555556
1,15.0,9,0,0,3,119,151,1,0.782894737
1,4.0,6,0,0,2617,8593689,161,0,53047.46296
1,2.0,9,0,0,24,198,342,0,0.577259475
1,20.0,2,1,0,10,172,172,0,0.994219653
0,16.0,6,1,0,0,3,35,1,0.083333333
0,4.0,4,0,0,0,46,43,1,1.045454545
1,17.0,6,0,1,14,793,462,0,1.712742981
0,23.0,6,0,0,0,39,157,1,0.246835443
0,19.0,1,0,0,7,75,19,1,3.75
1,3.0,5,0,0,9,155,111,0,1.383928571
1,16.0,4,0,0,276,2761,526,0,5.239089184
0,18.0,9,0,0,1,54,316,1,0.170347003
1,23.0,6,0,0,20,222,269,0,0.822222222
1,3.0,8,0,0,4,292,874,1,0.333714286
0,1.0,2,0,0,1,33,22,1,1.434782609
1,21.0,3,0,1,187,391,213,0,1.827102804
1,1.0,9,0,0,135,1761,905,0,1.943708609
0,1.0,11,0,0,6,258,323,0,0.796296296
0,24.0,6,0,0,3,8,35,1,0.222222222
1,2.0,4,0,0,379,34463,1791,0,19.23158482
1,15.0,5,1,0,107,493,996,0,0.49448345
1,22.0,3,0,0,63,95,174,0,0.542857143
1,15.0,6,0,0,80,807,504,0,1.598019802
0,4.0,3,0,0,16,125,616,1,0.202593193
1,22.0,1,1,0,54,306,1338,0,0.228528753
1,1.0,10,1,0,19,419,2357,1,0.17769296
0,20.0,11,0,0,0,52,136,1,0.379562044
1,24.0,6,0,0,102,1341,1902,0,0.704676826
0,2.0,8,0,1,52,642,1020,0,0.628795299
1,24.0,6,0,0,144,2446,398,0,6.130325815
1,20.0,5,0,1,103,1775,7500,0,0.236635115
1,1.0,4,0,1,9,414,153,0,2.688311688
1,17.0,7,0,0,9,167,286,0,0.581881533
0,1.0,10,0,0,1,51,127,1,0.3984375
1,20.0,1,1,1,24,163,375,0,0.433510638
1,20.0,7,0,0,382,15048,386,0,38.88372093
1,20.0,6,1,1,389,4347,748,0,5.803738318
1,22.0,1,0,0,170,4889,555,0,8.793165468
1,18.0,3,0,1,53,438,1421,0,0.308016878
1,20.0,4,0,1,4,96,339,1,0.282352941
1,24.0,4,0,0,16,70,263,0,0.265151515
1,24.0,11,1,0,13,227,250,1,0.90438247
1,4.0,11,0,0,97,11759,207,0,56.53365385
1,2.0,4,0,0,117,392,500,0,0.78243513
1,3.0,2,0,0,16,732,551,0,1.326086957
1,3.0,9,0,0,0,46,92,1,0.494623656
1,17.0,1,0,0,0,46,97,1,0.469387755
0,2.0,6,0,0,49,197,388,0,0.506426735
1,21.0,11,1,0,5,68,87,0,0.772727273
0,22.0,5,0,0,0,0,853,1,0.0
1,18.0,10,0,0,129,155,69,0,2.214285714
1,3.0,5,1,0,1,2,16,1,0.117647059
0,15.0,2,0,0,0,4,73,1,0.054054054
0,23.0,5,0,0,0,30,26,1,1.111111111
1,21.0,6,1,1,1225,728,1209,0,0.601652893
1,4.0,8,0,1,104,407,280,0,1.448398577
0,21.0,2,0,0,1,16,22,1,0.695652174
0,23.0,2,0,0,0,21,76,1,0.272727273
1,2.0,9,0,0,16,54,82,0,0.65060241
1,21.0,3,0,0,2,13,104,1,0.123809524
1,4.0,10,0,1,1,69,31,0,2.15625
1,3.0,11,0,0,175,97580,17,0,5421.111111
1,15.0,6,0,0,33,1242,540,0,2.295748614
1,4.0,1,0,1,8,316,348,0,0.905444126
1,2.0,5,1,0,80,1002,591,0,1.692567568
1,4.0,6,0,0,7,256,345,0,0.739884393
1,3.0,6,0,0,142,2441,396,0,6.14861461
0,21.0,10,0,1,0,23,4,1,4.6
1,1.0,6,0,0,12,339,338,0,1.0
1,4.0,3,1,0,2,102,109,1,0.927272727
0,3.0,9,0,1,0,52,18,1,2.736842105
1,1.0,5,1,0,731,788,4587,0,0.171752398
1,4.0,4,0,0,1,76,34,0,2.171428571
1,2.0,5,0,0,699,653,519,0,1.255769231
1,2.0,10,0,0,19,161,231,0,0.693965517
0,23.0,2,0,0,0,16,42,1,0.372093023
1,3.0,7,0,1,110,385,515,0,0.746124031
1,15.0,3,1,1,302,666,975,0,0.682377049
0,3.0,1,0,0,0,41,227,1,0.179824561
1,3.0,7,0,1,226,37854,3585,0,10.55605131
1,23.0,4,0,0,260,984,2581,0,0.381099923
1,24.0,2,0,1,21,796,468,0,1.697228145
1,2.0,4,1,0,420,37148,1674,0,22.17791045
1,15.0,1,0,0,51,697,676,0,1.029542097
0,16.0,5,0,1,1,26,8,1,2.888888889
1,2.0,4,0,1,12,720,1229,0,0.585365854
0,3.0,10,1,1,1,36,177,1,0.202247191
1,3.0,10,0,0,641,2154,1242,0,1.732904264
1,2.0,2,0,0,235,1404,1182,0,1.186813187
0,16.0,5,0,1,3,72,152,1,0.470588235
0,22.0,4,0,0,0,43,45,1,0.934782609
1,4.0,7,1,0,20,5,47,1,0.104166667
0,2.0,1,0,0,0,3028,1106,1,2.735320687
0,18.0,7,0,1,5,280,296,1,0.942760943
0,2.0,11,0,0,0,11,551,1,0.019927536
0,4.0,11,0,0,8,134,324,1,0.412307692
1,15.0,10,1,1,3,17,105,1,0.160377358
0,4.0,4,0,0,10,48,44,1,1.066666667
0,16.0,1,0,0,1,13,22,1,0.565217391
0,1.0,4,0,1,0,32,87,1,0.363636364
0,21.0,3,0,1,9,67,90,1,0.736263736
0,20.0,11,0,0,22,212,328,0,0.6443769
1,21.0,1,0,0,20,173,247,0,0.697580645
1,3.0,6,0,0,109,1805,430,0,4.187935035
0,20.0,11,0,0,0,54,134,1,0.4
1,1.0,2,0,1,1,264,368,0,0.715447154
0,22.0,6,1,0,0,50,53,1,0.925925926
1,24.0,10,0,0,26,204,264,0,0.769811321
0,16.0,6,0,1,0,55,167,1,0.327380952
1,4.0,10,0,1,22,253,294,0,0.857627119
1,15.0,5,1,0,156,289,222,0,1.295964126
0,15.0,1,1,0,0,24,23,1,1.0
0,4.0,11,0,0,22,193,857,1,0.224941725
1,2.0,7,0,0,315,600,988,0,0.606673407
0,16.0,2,0,0,0,8,16,1,0.470588235
0,4.0,8,0,0,0,57,73,1,0.77027027
0,4.0,5,0,0,5,31,52,1,0.58490566
0,1.0,1,0,0,0,49,1,1,24.5
1,1.0,7,1,0,2,8,28,1,0.275862069
0,19.0,11,0,1,6,39,66,1,0.582089552
1,21.0,9,0,0,0,19,76,1,0.246753247
0,4.0,7,0,0,0,2,9,1,0.2
1,20.0,1,1,0,23,702,604,0,1.160330579
1,19.0,8,0,0,116,20,40,1,0.487804878
1,3.0,11,0,0,32,1000,955,0,1.046025105
1,4.0,5,0,0,992,616,1364,0,0.451282051
0,18.0,6,0,0,0,5,36,1,0.135135135
0,20.0,7,0,1,0,2317,7155,1,0.323784237
1,16.0,7,1,0,167,1216,943,0,1.288135593
0,24.0,1,0,1,0,14,34,1,0.4
1,23.0,8,1,0,3,16,105,1,0.150943396
0,19.0,8,0,0,0,28,26,1,1.037037037
1,1.0,1,0,0,180,1538,681,0,2.255131965
1,15.0,10,0,0,55,699,655,0,1.06554878
0,3.0,3,0,0,0,1,64,1,0.015384615
0,1.0,9,0,1,0,47,1,1,23.5
1,2.0,11,1,0,15,150,447,0,0.334821429
0,1.0,8,0,1,103,942,4344,1,0.216800921
1,22.0,1,0,0,43,1051,933,0,1.125267666
1,3.0,7,0,0,7,762,1205,0,0.631840796
1,3.0,5,0,1,90,216,171,0,1.255813953
1,18.0,3,0,0,8,790,454,0,1.736263736
1,1.0,9,0,1,354,708,425,0,1.661971831
0,3.0,10,0,0,7,536,2910,1,0.184129165
1,2.0,3,0,1,103,4373,429,0,10.16976744
1,2.0,6,0,1,38,989,954,0,1.035602094
0,23.0,2,0,0,0,13,28,1,0.448275862
1,1.0,7,0,0,585,717,454,0,1.575824176
1,2.0,10,1,0,2,108,124,1,0.864
0,1.0,4,0,0,3,21,733,1,0.028610354
0,1.0,11,0,1,0,3,10,1,0.272727273
1,23.0,1,0,0,0,63,156,1,0.401273885
0,20.0,8,1,1,0,5,16,1,0.294117647
0,15.0,2,0,0,3,60,80,1,0.740740741
1,24.0,2,0,0,113,861,517,0,1.662162162
1,3.0,6,0,1,227,1309,932,0,1.403001072
1,4.0,9,0,1,6,146,171,0,0.848837209
1,16.0,9,0,0,176,1802,442,0,4.06772009
1,18.0,2,0,0,10,149,178,0,0.832402235
1,22.0,9,0,0,141,883,117,0,7.483050847
0,15.0,4,0,0,0,5,36,1,0.135135135
0,4.0,10,0,1,3,24,151,1,0.157894737
1,1.0,8,0,1,12,65,162,1,0.398773006
1,22.0,3,0,1,21,261,330,0,0.788519637
1,2.0,4,1,0,152,1126,216,0,5.188940092
0,19.0,3,0,1,21,113,335,1,0.336309524
0,3.0,8,0,0,0,16,0,1,16.0
1,17.0,7,0,0,91,369,546,0,0.674588665
1,20.0,10,0,0,463,744,417,0,1.779904306
1,18.0,7,0,0,515,2343,776,0,3.015444015
1,1.0,1,0,0,46,200,165,0,1.204819277
0,4.0,11,0,1,1,42,19,1,2.1
0,1.0,9,1,0,0,17,189,1,0.089473684
0,3.0,6,0,0,0,160,686,1,0.232896652
1,4.0,6,0,1,0,88,43,0,2.0
1,15.0,1,0,1,0,112,449,0,0.248888889
0,19.0,5,0,0,0,16,0,1,16.0
1,18.0,7,0,0,220,3742,787,0,4.748730964
0,15.0,4,0,1,2,195,1298,1,0.150115473
1,4.0,4,0,0,257,248,390,0,0.6342711
1,1.0,6,0,1,121,1760,847,0,2.075471698
1,4.0,6,1,0,40,663,1023,0,0.647460938
1,4.0,5,0,0,85,815,748,0,1.08811749
0,4.0,7,1,0,0,15,35,1,0.416666667
0,19.0,2,1,0,5,39,65,1,0.590909091
1,18.0,8,1,0,10,61,84,0,0.717647059
1,4.0,11,0,1,72,118,118,0,0.991596639
1,3.0,9,0,0,25,193,410,0,0.469586375
1,1.0,1,0,1,6,33,77,1,0.423076923
1,18.0,10,0,0,32,150,438,0,0.341685649
1,23.0,4,1,0,69,515,462,0,1.112311015
0,23.0,10,0,0,0,68,28,1,2.344827586
1,22.0,3,0,0,3889,3792714,60,0,62175.63934
1,4.0,2,0,0,101,137,88,0,1.539325843
1,1.0,3,0,0,86,95,413,0,0.229468599
1,2.0,7,0,0,69,354,539,0,0.655555556
0,4.0,6,0,0,27,346,1660,1,0.208308248
1,2.0,8,0,0,3,25,37,1,0.657894737
0,16.0,7,0,0,1,33,22,1,1.434782609
1,21.0,10,1,0,151,1448,588,0,2.458404075
0,19.0,6,0,0,0,35,814,1,0.042944785
1,23.0,10,1,0,5,66,161,1,0.407407407
0,4.0,6,0,0,2,38,19,1,1.9
0,17.0,9,0,1,0,76,20,1,3.619047619
1,4.0,7,0,0,0,25,86,1,0.287356322
1,2.0,4,0,0,8,100,104,0,0.952380952
0,3.0,10,0,0,1,37,178,1,0.206703911
1,16.0,9,1,0,35,961,73,0,12.98648649
0,16.0,11,0,1,0,54,46,1,1.14893617
1,1.0,11,0,1,626,284048,20,0,13526.09524
1,18.0,8,1,0,82,10747,3062,0,3.508651649
1,2.0,10,0,0,3,33,37,0,0.868421053
1,23.0,2,0,0,10,171,171,0,0.994186047
0,4.0,2,0,1,0,4,167,1,0.023809524
0,1.0,8,0,0,0,108,300,1,0.358803987
1,20.0,8,0,1,5,259,353,0,0.731638418
0,4.0,3,1,1,0,9,18,1,0.473684211
1,20.0,9,0,1,532,2366,818,0,2.888888889
1,1.0,3,1,0,280,650,703,0,0.923295455
1,2.0,6,1,0,165,3003,455,0,6.585526316
0,20.0,4,0,0,0,31,88,1,0.348314607
0,4.0,11,0,1,2,38,737,1,0.051490515
1,18.0,7,0,1,4,26,129,1,0.2
1,4.0,7,0,0,269,2672,665,0,4.012012012
1,15.0,7,0,0,165,1207,335,0,3.592261905
1,2.0,7,0,0,37,1023,945,0,1.081395349
0,2.0,8,0,0,0,36,616,1,0.05834684
1,3.0,10,0,0,116,1749,878,0,1.989761092
1,19.0,4,0,1,148,1773,576,0,3.072790295
1,4.0,1,0,1,75,989,974,0,1.014358974
1,21.0,1,0,0,57,109,179,0,0.605555556
1,18.0,1,0,1,55,1056,1939,0,0.544329897
0,4.0,2,0,1,0,47,9,1,4.7
0,15.0,1,0,0,7,265,908,1,0.291529153
0,4.0,7,0,1,0,58,69,1,0.828571429
1,1.0,10,0,0,130,39867,4664,0,8.545980707
1,21.0,6,0,1,9,157,171,0,0.912790698
0,19.0,1,0,1,0,24,88,1,0.269662921
1,16.0,5,0,0,1,79,767,1,0.102864583
0,15.0,8,0,1,0,47,93,1,0.5
1,1.0,3,1,1,56,1781,539,0,3.298148148
1,2.0,6,0,1,7,221,244,1,0.902040816
0,2.0,8,0,1,0,84,390,1,0.21483376
0,21.0,5,0,0,0,15,1,1,7.5
1,4.0,11,0,0,12,142,99,0,1.42
0,1.0,2,0,0,0,15,1,1,7.5
1,3.0,5,0,0,62,737,673,0,1.09347181
1,2.0,8,0,0,6,9,81,1,0.109756098
1,23.0,4,0,0,13,67,74,0,0.893333333
0,17.0,8,0,0,1,91,334,1,0.271641791
0,16.0,11,0,0,0,45,4,1,9.0
1,23.0,10,0,0,83,10937,437,0,24.97031963
1,2.0,6,0,1,194,664,444,0,1.492134831
1,2.0,1,0,0,55,2925,5668,0,0.515964015
0,2.0,5,0,1,0,24,27,1,0.857142857
1,3.0,1,1,1,564,512954,68,0,7434.115942
0,1.0,4,0,0,0,22,7,1,2.75
0,16.0,8,0,0,1,29,175,1,0.164772727
1,3.0,10,1,0,72,90,166,0,0.538922156
1,19.0,5,1,0,76,564,469,0,1.2
0,24.0,11,1,1,0,73,769,1,0.094805195
0,20.0,4,0,0,8,105,627,1,0.167197452
1,17.0,9,0,0,19,105,132,0,0.789473684
0,23.0,6,1,0,0,56,336,1,0.166172107
1,21.0,6,0,0,3,59,149,1,0.393333333
1,1.0,8,0,0,92,850,509,0,1.666666667
0,19.0,9,0,1,0,44,46,1,0.936170213
0,2.0,5,0,0,0,2,9,1,0.2
1,20.0,5,0,0,12,156,98,0,1.575757576
1,1.0,6,0,0,1,18,53,1,0.333333333
1,18.0,11,0,1,283,346,426,0,0.81030445
0,2.0,9,0,0,1,14,43,1,0.318181818
0,2.0,3,0,0,0,31,46,1,0.659574468
0,3.0,4,1,0,0,49,48,1,1.0
0,1.0,3,1,1,0,23,84,1,0.270588235
0,17.0,3,0,0,0,63,60,1,1.032786885
0,1.0,2,1,0,0,52,77,1,0.666666667
1,3.0,10,1,0,4,64,34,1,1.828571429
1,21.0,11,0,0,279,344,424,0,0.809411765
1,23.0,11,0,1,0,97,451,1,0.21460177
0,21.0,5,1,0,10,283,874,1,0.323428571
1,3.0,8,0,0,195,872,753,0,1.156498674
1,4.0,5,0,1,819,789,934,0,0.843850267
0,3.0,3,0,0,0,1,34,1,0.028571429
0,18.0,2,0,0,0,10,0,1,10.0
1,4.0,5,0,1,9,78,54,0,1.418181818
0,18.0,7,0,1,0,46,21,1,2.090909091
0,24.0,9,1,0,0,23,36,1,0.621621622
0,1.0,2,0,0,11,207,926,1,0.223300971
1,4.0,10,0,1,400,18842,744,0,25.29127517
1,4.0,2,0,0,70,683,631,0,1.080696203
1,3.0,4,1,0,4,136,180,0,0.751381215
0,17.0,6,0,0,0,48,2,1,16.0
0,2.0,4,0,0,0,0,0,1,0.0
0,18.0,10,1,0,110,501,1010,0,0.495548961
1,4.0,4,0,0,12,185,229,0,0.804347826
0,22.0,4,1,0,0,50,59,1,0.833333333
1,4.0,8,0,1,23,117,326,1,0.357798165
1,4.0,1,0,0,142,2439,393,0,6.19035533
0,19.0,9,1,0,18,193,817,1,0.23594132
0,19.0,2,0,1,2,40,855,1,0.046728972
1,2.0,11,0,0,5,98,332,1,0.294294294
1,18.0,5,0,0,555,50944,624,0,81.5104
0,1.0,8,0,0,0,39,40,1,0.951219512
0,23.0,6,0,0,1,50,79,1,0.625
0,22.0,10,0,0,3,151,468,1,0.32196162
1,19.0,2,1,0,6,65,86,0,0.747126437
1,4.0,1,0,1,73,537,650,0,0.824884793
1,15.0,5,0,0,111,506,571,0,0.884615385
1,16.0,10,0,0,11,106,103,0,1.019230769
1,1.0,7,0,0,206,1949,1012,0,1.923988154
0,19.0,3,1,0,0,7,19,1,0.35
1,3.0,4,0,0,227,17303,360,0,47.93074792
0,22.0,4,0,1,0,20,8,1,2.222222222
1,4.0,3,0,0,1251,743,893,0,0.831096197
0,24.0,10,0,0,5,136,1028,1,0.132167153
0,2.0,3,0,1,4,5,14,1,0.333333333
1,18.0,10,0,0,208,1785,520,0,3.426103647
0,19.0,8,0,0,0,5,82,1,0.060240964
1,1.0,7,0,0,22,178,306,1,0.57980456
1,2.0,4,0,0,100,1456,558,0,2.604651163
0,15.0,1,0,0,2,190,1297,1,0.146379045
0,22.0,4,0,1,0,38,64,1,0.584615385
0,17.0,3,0,0,0,49,79,1,0.6125
1,21.0,6,0,0,11,171,377,0,0.452380952
0,3.0,7,1,0,0,3,10,1,0.272727273
1,1.0,5,0,0,334,1371800,193,0,7071.134021
0,17.0,4,0,0,0,12,30,1,0.387096774
1,24.0,9,1,0,43,505,503,0,1.001984127
1,24.0,4,0,0,102,3697,539,0,6.846296296
0,3.0,7,0,0,92,247,1062,1,0.232361242
1,3.0,5,0,0,709,418,685,0,0.609329446
1,24.0,9,0,0,185,1023,519,0,1.967307692
0,18.0,8,1,0,4,58,39,1,1.45
1,4.0,2,1,0,321,3397,983,0,3.452235772
0,23.0,8,0,0,0,24,8,1,2.666666667
1,18.0,11,0,1,2,2,55,1,0.035714286
0,18.0,4,0,1,66,35,324,1,0.107692308
1,2.0,8,0,1,34,552,1316,0,0.419134396
1,17.0,8,1,0,321,8109,512,0,15.80701754
1,4.0,8,0,1,127,11806,2056,0,5.739426349
0,2.0,4,0,1,1,34,36,1,0.918918919
1,21.0,11,0,0,53,1127,587,0,1.916666667
0,16.0,1,0,0,6,54,65,1,0.818181818
0,4.0,8,0,0,0,78,758,1,0.102766798
0,22.0,3,1,1,0,53,29,1,1.766666667
1,24.0,10,1,0,21,1366,1300,0,1.049961568
1,4.0,4,0,1,78,485,1169,0,0.414529915
1,22.0,6,0,0,4,12,38,1,0.307692308
0,2.0,3,1,0,14,226,327,0,0.68902439
0,3.0,8,0,0,0,12,231,1,0.051724138
1,4.0,4,0,0,216,3418,896,0,3.810479376
1,20.0,1,0,0,15,263,332,0,0.78978979
0,18.0,2,0,0,21,175,828,1,0.211097708
1,15.0,1,0,1,209,5183,627,0,8.253184713
1,2.0,8,1,0,57,483,1216,0,0.396877568
1,4.0,2,0,0,595,677,1126,0,0.600709849
0,4.0,10,1,0,21,444,1760,1,0.252129472
1,24.0,10,0,0,59,1179,623,0,1.889423077
1,2.0,7,0,0,20,63,60,0,1.032786885
0,2.0,7,0,0,0,15,25,1,0.576923077
0,2.0,3,0,0,0,90,333,1,0.269461078
1,3.0,11,0,1,81,80,158,0,0.503144654
1,20.0,10,1,0,90,748,207,0,3.596153846
0,3.0,4,0,0,0,11,19,1,0.55
0,16.0,1,0,0,0,26,235,1,0.110169492
0,21.0,1,0,0,0,49,0,1,49.0
0,20.0,1,0,0,0,22,40,1,0.536585366
0,4.0,3,0,0,15,220,323,0,0.679012346
0,2.0,2,1,1,0,23,48,1,0.469387755
0,23.0,10,0,0,0,46,4,1,9.2
1,21.0,6,0,0,109,807,678,0,1.188512518
1,2.0,3,0,1,15,66,696,1,0.094691535
0,20.0,5,0,0,0,51,0,1,51.0
0,3.0,7,1,1,0,23,45,1,0.5
1,4.0,7,1,1,5,73,166,1,0.437125749
1,1.0,2,0,0,107,527,651,0,0.808282209
